airline,origin,destination,departure_hour,month,day_of_week,distance,weather,delay_minutes,delayed
AI,MAA,BOM,8,12,Tuesday,1516,Rain,26,1
AI,BOM,MAA,0,2,Monday,1076,Storm,51,1
6E,BLR,HYD,3,8,Tuesday,1680,Clear,4,0
UK,CCU,HYD,23,5,Wednesday,1755,Cloudy,0,0
QP,MAA,HYD,19,5,Saturday,853,Rain,39,1
SG,BOM,HYD,15,9,Tuesday,583,Clear,24,1
SG,MAA,HYD,18,6,Saturday,1471,Clear,9,0
SG,MAA,HYD,15,1,Tuesday,1717,Clear,0,0
AI,HYD,BLR,21,7,Saturday,1828,Cloudy,0,0
QP,BLR,CCU,2,1,Thursday,748,Clear,2,0
QP,CCU,BLR,1,11,Monday,430,Rain,17,1
AI,CCU,DEL,16,12,Monday,655,Clear,14,0
UK,CCU,MAA,23,11,Monday,1013,Clear,0,0
QP,MAA,BLR,13,5,Wednesday,895,Clear,0,0
UK,BLR,CCU,23,5,Wednesday,541,Clear,0,0
QP,DEL,HYD,9,8,Monday,566,Cloudy,12,0
QP,DEL,BOM,16,11,Friday,1048,Clear,16,1
UK,CCU,BLR,12,10,Saturday,554,Cloudy,3,0
AI,BLR,CCU,21,6,Saturday,1553,Rain,16,1
6E,DEL,CCU,15,10,Tuesday,1683,Fog,24,1
6E,BOM,DEL,10,6,Sunday,758,Rain,21,1
UK,DEL,CCU,5,10,Wednesday,1214,Clear,1,0
UK,HYD,CCU,7,3,Tuesday,571,Rain,0,0
UK,HYD,BOM,1,6,Monday,516,Clear,0,0
AI,BLR,BOM,3,10,Saturday,810,Clear,5,0
6E,MAA,HYD,12,3,Tuesday,1735,Storm,30,1
SG,BLR,DEL,0,8,Friday,1449,Clear,0,0
AI,CCU,DEL,11,4,Thursday,1314,Clear,5,0
6E,MAA,CCU,1,6,Sunday,516,Clear,2,0
QP,DEL,HYD,3,4,Saturday,775,Clear,15,1
AI,BOM,DEL,16,8,Saturday,1442,Cloudy,21,1
UK,MAA,BLR,0,10,Thursday,980,Cloudy,0,0
6E,HYD,CCU,8,11,Thursday,1411,Clear,0,0
AI,MAA,BLR,4,5,Tuesday,1148,Clear,4,0
UK,BLR,HYD,1,3,Saturday,1285,Clear,0,0
UK,DEL,MAA,4,12,Saturday,1100,Clear,0,0
AI,MAA,DEL,2,5,Wednesday,1589,Clear,0,0
AI,MAA,CCU,1,8,Monday,1245,Clear,13,0
AI,HYD,CCU,15,5,Saturday,1590,,33,1
SG,BLR,DEL,2,11,Saturday,1211,Rain,26,1
QP,DEL,HYD,22,1,Saturday,604,Clear,0,0
AI,MAA,BOM,11,1,Monday,1316,Clear,0,0
6E,HYD,CCU,9,5,Saturday,1630,Fog,25,1
6E,MAA,HYD,21,5,Wednesday,1480,Cloudy,0,0
6E,BOM,CCU,18,10,Tuesday,1212,Rain,36,1
6E,MAA,DEL,10,6,Thursday,1815,Rain,42,1
AI,MAA,DEL,23,4,Saturday,2154,Clear,2,0
UK,CCU,BLR,12,1,Saturday,1751,Clear,0,0
6E,HYD,BOM,16,10,Tuesday,1845,Clear,8,0
6E,MAA,CCU,23,7,Sunday,1071,Cloudy,3,0
6E,BLR,BOM,17,12,Saturday,729,Fog,40,1
QP,MAA,BLR,14,4,Sunday,918,Clear,0,0
SG,MAA,HYD,14,3,Sunday,952,Rain,28,1
UK,MAA,CCU,15,4,Thursday,703,Cloudy,0,0
6E,CCU,DEL,23,5,Monday,1109,Cloudy,0,0
QP,DEL,HYD,16,2,Monday,567,Cloudy,32,1
QP,MAA,BLR,7,2,Friday,463,Clear,0,0
AI,MAA,DEL,0,10,Monday,665,Cloudy,6,0
QP,HYD,MAA,18,9,Friday,1008,Rain,35,1
SG,HYD,CCU,11,7,Monday,1438,Cloudy,20,1
AI,MAA,BOM,9,6,Saturday,1947,Clear,1,0
SG,BLR,MAA,22,6,Tuesday,1441,Clear,7,0
AI,BLR,MAA,3,8,Monday,1330,Cloudy,6,0
AI,MAA,BOM,0,4,Wednesday,845,Rain,30,1
AI,MAA,BLR,17,10,Sunday,725,Clear,23,1
UK,BOM,BLR,22,1,Thursday,1090,Clear,0,0
SG,MAA,DEL,19,10,Sunday,779,Clear,7,0
UK,BOM,DEL,20,10,Tuesday,554,Rain,23,1
AI,DEL,BOM,20,7,Friday,1635,Clear,34,1
AI,CCU,HYD,16,4,Tuesday,1868,Clear,17,1
QP,BOM,DEL,22,11,Thursday,1594,Cloudy,4,0
QP,BOM,MAA,8,10,Wednesday,1338,Clear,14,0
SG,BOM,HYD,17,12,Friday,1783,Cloudy,33,1
AI,BLR,HYD,2,1,Friday,1410,Clear,0,0
QP,DEL,MAA,12,8,Monday,676,Cloudy,0,0
SG,DEL,HYD,6,1,Friday,956,Clear,26,1
UK,BLR,MAA,22,1,Saturday,527,Clear,0,0
AI,BOM,BLR,10,1,Wednesday,669,Cloudy,0,0
QP,BOM,MAA,5,10,Monday,2019,Clear,4,0
UK,CCU,BOM,13,9,Wednesday,1587,Clear,0,0
AI,HYD,DEL,1,11,Wednesday,1810,Clear,7,0
6E,DEL,HYD,3,8,Saturday,1053,Cloudy,21,1
UK,DEL,CCU,10,7,Monday,721,Rain,26,1
AI,MAA,CCU,15,3,Wednesday,1008,Rain,10,0
6E,BOM,CCU,13,9,Saturday,765,Clear,7,0
UK,DEL,BOM,1,11,Sunday,1853,Clear,8,0
QP,HYD,DEL,16,5,Friday,1366,Storm,52,1
AI,CCU,HYD,1,9,Monday,580,Clear,4,0
UK,BLR,CCU,19,7,Friday,943,Rain,29,1
QP,MAA,CCU,0,7,Monday,1088,Clear,0,0
QP,BLR,BOM,0,10,Monday,1435,Clear,0,0
QP,DEL,BLR,12,4,Friday,1595,Cloudy,9,0
AI,MAA,HYD,19,11,Wednesday,693,Clear,2,0
QP,CCU,BOM,18,12,Monday,1475,Cloudy,31,1
QP,CCU,BOM,14,2,Wednesday,1614,Clear,0,0
6E,DEL,CCU,4,7,Wednesday,1603,Clear,2,0
UK,HYD,MAA,22,1,Friday,977,Cloudy,0,0
UK,HYD,DEL,0,5,Sunday,806,Rain,13,0
UK,DEL,CCU,8,5,Monday,476,Clear,0,0
6E,CCU,HYD,18,8,Friday,1240,Clear,11,0
QP,DEL,CCU,14,5,Friday,1062,Storm,48,1
QP,BOM,DEL,18,5,Sunday,1158,Clear,18,1
6E,CCU,BLR,18,10,Wednesday,495,Clear,9,0
QP,HYD,DEL,22,10,Tuesday,1746,Clear,0,0
6E,MAA,DEL,12,1,Sunday,1376,Rain,19,1
SG,BLR,CCU,19,5,Monday,884,Clear,6,0
UK,MAA,HYD,3,10,Thursday,474,Clear,5,0
UK,DEL,BOM,4,2,Friday,945,Clear,1,0
AI,MAA,BOM,1,7,Monday,665,Clear,9,0
SG,DEL,BLR,4,6,Wednesday,814,Clear,18,1
6E,BOM,DEL,2,9,Monday,1635,,4,0
6E,HYD,BOM,19,9,Saturday,347,Clear,1,0
AI,BLR,DEL,11,7,Tuesday,1232,Clear,4,0
QP,DEL,CCU,10,5,Friday,1530,Clear,4,0
AI,MAA,CCU,15,10,Tuesday,1337,Clear,0,0
SG,BOM,HYD,8,5,Friday,615,Clear,31,1
QP,CCU,MAA,13,6,Saturday,888,Cloudy,18,1
AI,DEL,CCU,0,6,Monday,695,Cloudy,18,1
UK,BOM,DEL,17,5,Saturday,1762,Clear,7,0
UK,BOM,BLR,20,8,Friday,1330,Clear,22,1
6E,HYD,CCU,0,8,Monday,1814,Clear,0,0
SG,BLR,HYD,1,11,Tuesday,523,Rain,18,1
UK,DEL,MAA,3,6,Saturday,921,Fog,40,1
UK,HYD,BLR,14,10,Thursday,916,Clear,0,0
UK,CCU,BOM,18,4,Monday,1646,Fog,43,1
QP,DEL,MAA,19,12,Friday,611,Clear,17,1
SG,BOM,BLR,18,11,Saturday,1754,Cloudy,29,1
6E,BLR,MAA,13,8,Thursday,954,Cloudy,4,0
QP,MAA,HYD,16,9,Monday,1706,Clear,6,0
QP,DEL,MAA,6,7,Monday,1022,Cloudy,9,0
QP,BOM,MAA,17,3,Wednesday,1681,Clear,16,1
SG,BOM,MAA,4,12,Thursday,1682,Rain,22,1
6E,HYD,BLR,23,9,Saturday,981,Clear,0,0
SG,DEL,BOM,1,6,Friday,1769,Clear,24,1
6E,HYD,CCU,22,4,Tuesday,972,Clear,0,0
6E,BLR,BOM,11,9,Friday,1345,Clear,0,0
UK,BOM,DEL,15,6,Monday,1850,Clear,10,0
QP,CCU,BLR,3,10,Tuesday,899,Clear,7,0
UK,MAA,HYD,7,3,Saturday,941,Clear,0,0
6E,MAA,HYD,20,7,Sunday,576,Cloudy,8,0
UK,CCU,BLR,0,2,Friday,1190,Cloudy,0,0
6E,BOM,MAA,4,9,Thursday,893,Clear,0,0
SG,CCU,BOM,15,5,Sunday,703,Clear,16,1
6E,BOM,HYD,19,3,Wednesday,1843,Clear,12,0
UK,BOM,DEL,10,7,Friday,816,Clear,0,0
6E,HYD,CCU,2,7,Friday,1323,Clear,12,0
6E,MAA,HYD,3,4,Monday,670,Clear,0,0
QP,HYD,BLR,21,12,Sunday,814,Clear,2,0
6E,HYD,BLR,5,1,Friday,317,Clear,0,0
AI,BLR,MAA,13,4,Tuesday,1532,Fog,14,0
6E,HYD,BLR,22,3,Saturday,922,Cloudy,0,0
UK,BLR,MAA,9,12,Wednesday,1706,Storm,32,1
AI,BLR,DEL,1,3,Monday,1120,Cloudy,8,0
6E,HYD,MAA,19,3,Friday,697,Clear,9,0
AI,HYD,CCU,18,8,Monday,1656,Cloudy,38,1
UK,BOM,CCU,15,4,Friday,1672,Rain,20,1
SG,DEL,BOM,21,4,Friday,1491,Fog,40,1
QP,BOM,CCU,18,3,Tuesday,1479,Cloudy,13,0
6E,BLR,HYD,16,7,Saturday,1667,Clear,21,1
QP,DEL,MAA,8,9,Thursday,585,Cloudy,31,1
6E,BOM,DEL,1,6,Wednesday,770,Clear,0,0
SG,CCU,BLR,17,11,Monday,1634,Clear,17,1
UK,BOM,MAA,20,4,Saturday,1670,Clear,9,0
SG,MAA,CCU,16,11,Tuesday,737,Clear,6,0
SG,DEL,BLR,15,9,Tuesday,572,Clear,0,0
UK,CCU,DEL,17,1,Tuesday,1194,Fog,34,1
6E,BOM,BLR,6,9,Thursday,858,Cloudy,15,1
UK,BLR,HYD,2,12,Sunday,688,Cloudy,0,0
QP,MAA,CCU,15,9,Saturday,1075,Rain,23,1
QP,BOM,CCU,22,4,Saturday,912,Clear,15,1
QP,HYD,MAA,3,6,Tuesday,1785,Cloudy,16,1
AI,MAA,DEL,1,11,Friday,1531,Cloudy,12,0
UK,DEL,HYD,16,4,Wednesday,553,Clear,2,0
AI,DEL,HYD,10,6,Thursday,1772,Clear,23,1
SG,MAA,BLR,21,8,Friday,857,Cloudy,5,0
QP,BOM,CCU,11,10,Tuesday,629,Rain,20,1
AI,CCU,DEL,12,12,Wednesday,764,Clear,0,0
SG,CCU,BOM,1,9,Wednesday,956,Cloudy,23,1
QP,CCU,MAA,22,6,Sunday,1186,Cloudy,0,0
QP,CCU,DEL,7,5,Sunday,1716,Fog,51,1
6E,MAA,DEL,10,8,Sunday,958,Rain,26,1
AI,BLR,DEL,15,1,Thursday,1497,Clear,12,0
QP,CCU,MAA,20,6,Friday,688,Cloudy,34,1
QP,BLR,HYD,19,5,Saturday,1655,Fog,41,1
UK,HYD,CCU,18,12,Saturday,1359,Clear,1,0
QP,DEL,MAA,2,11,Friday,1261,Rain,28,1
AI,CCU,BLR,2,4,Sunday,993,Clear,1,0
SG,HYD,BLR,19,8,Wednesday,1484,Clear,23,1
AI,CCU,DEL,21,6,Friday,1404,Cloudy,18,1
QP,BLR,BOM,14,10,Friday,1001,Clear,4,0
SG,BOM,CCU,21,6,Saturday,1535,,17,1
QP,HYD,BOM,7,8,Sunday,572,Rain,22,1
UK,CCU,MAA,8,9,Monday,1739,Clear,1,0
AI,HYD,BLR,4,10,Saturday,1261,Fog,27,1
AI,MAA,HYD,19,9,Saturday,587,Clear,19,1
6E,BOM,DEL,16,4,Sunday,1191,Rain,32,1
SG,MAA,BLR,5,9,Tuesday,857,,0,0
AI,MAA,DEL,23,4,Friday,464,Rain,24,1
QP,CCU,BLR,0,9,Monday,1875,Rain,31,1
6E,DEL,MAA,18,12,Monday,1599,Rain,35,1
UK,BLR,MAA,4,6,Friday,1163,Cloudy,6,0
6E,DEL,BOM,18,11,Sunday,821,Clear,20,1
UK,BLR,HYD,11,2,Tuesday,958,Fog,10,0
UK,MAA,BOM,5,6,Saturday,1290,,0,0
AI,HYD,BOM,1,11,Monday,946,Clear,0,0
UK,MAA,CCU,14,9,Monday,1029,Clear,0,0
SG,MAA,HYD,3,4,Friday,1777,Cloudy,7,0
QP,CCU,BOM,10,7,Tuesday,697,Rain,28,1
6E,CCU,DEL,22,2,Monday,1565,Rain,24,1
QP,HYD,DEL,21,10,Sunday,1872,Cloudy,5,0
QP,CCU,BLR,11,2,Sunday,1017,Cloudy,15,1
QP,DEL,BLR,17,7,Monday,1735,Fog,51,1
6E,MAA,HYD,19,6,Sunday,1029,Cloudy,16,1
QP,HYD,BLR,14,8,Monday,1401,Clear,9,0
UK,CCU,HYD,4,6,Saturday,1323,Fog,24,1
AI,HYD,BOM,19,2,Saturday,1923,Fog,42,1
6E,BOM,DEL,2,8,Wednesday,479,Cloudy,15,1
SG,MAA,DEL,12,11,Monday,1232,Cloudy,6,0
AI,CCU,DEL,18,8,Thursday,1728,Fog,49,1
UK,DEL,BLR,13,1,Sunday,580,Rain,13,0
SG,DEL,BOM,8,2,Monday,449,Clear,13,0
AI,HYD,MAA,9,4,Saturday,517,Fog,24,1
UK,HYD,CCU,11,4,Friday,1035,Cloudy,0,0
6E,HYD,BOM,17,2,Sunday,1250,Cloudy,11,0
UK,DEL,CCU,23,11,Tuesday,1603,Clear,0,0
6E,HYD,MAA,18,9,Friday,1019,Clear,16,1
QP,HYD,MAA,7,10,Thursday,1780,Clear,2,0
AI,CCU,MAA,2,12,Friday,645,Clear,10,0
QP,BLR,MAA,11,11,Tuesday,1362,Clear,0,0
SG,BLR,CCU,20,3,Thursday,1075,Cloudy,22,1
QP,DEL,BOM,15,1,Sunday,1160,Clear,22,1
QP,HYD,CCU,7,9,Saturday,1187,Clear,1,0
AI,HYD,DEL,2,11,Tuesday,1318,Clear,0,0
QP,BOM,HYD,6,9,Monday,1714,Rain,39,1
UK,MAA,CCU,17,11,Wednesday,1402,Rain,22,1
QP,CCU,DEL,16,8,Tuesday,913,Clear,26,1
QP,BOM,HYD,10,6,Tuesday,514,Clear,11,0
UK,HYD,BLR,8,2,Tuesday,739,Clear,0,0
6E,MAA,DEL,4,9,Thursday,1222,Cloudy,0,0
AI,DEL,BOM,23,4,Monday,615,Rain,32,1
AI,BOM,HYD,10,4,Sunday,1527,Rain,35,1
6E,BLR,HYD,18,11,Monday,328,Rain,27,1
QP,DEL,MAA,11,8,Tuesday,1637,Rain,38,1
UK,BLR,DEL,13,6,Thursday,1917,Clear,1,0
UK,DEL,BOM,15,10,Monday,1083,Clear,0,0
6E,CCU,DEL,8,9,Thursday,1651,Clear,0,0
UK,HYD,DEL,22,6,Monday,1781,Clear,0,0
SG,BOM,BLR,10,12,Sunday,1593,Clear,14,0
QP,MAA,HYD,18,1,Friday,1262,Clear,11,0
SG,DEL,BLR,21,6,Wednesday,635,Clear,11,0
SG,HYD,DEL,9,5,Friday,972,Clear,18,1
QP,MAA,BOM,5,2,Thursday,890,Rain,19,1
UK,MAA,BLR,23,9,Saturday,1899,Clear,0,0
QP,BOM,BLR,18,2,Saturday,1322,Clear,18,1
6E,HYD,MAA,18,9,Saturday,649,Clear,20,1
AI,MAA,HYD,22,10,Sunday,588,Cloudy,2,0
UK,MAA,CCU,0,6,Monday,1564,Storm,36,1
AI,BOM,DEL,22,3,Saturday,1149,Clear,0,0
AI,CCU,BLR,2,12,Sunday,1158,,30,1
QP,BOM,DEL,3,9,Tuesday,1749,Fog,53,1
SG,BLR,DEL,5,2,Saturday,1261,Rain,33,1
6E,BOM,CCU,2,9,Friday,983,Cloudy,12,0
QP,DEL,BLR,2,2,Friday,1591,Clear,10,0
AI,BOM,HYD,3,8,Friday,722,Clear,22,1
6E,DEL,BOM,11,4,Wednesday,1881,,0,0
SG,MAA,DEL,8,8,Sunday,493,,37,1
6E,HYD,CCU,8,10,Saturday,1742,Cloudy,11,0
SG,BLR,HYD,4,10,Thursday,434,Clear,0,0
QP,HYD,MAA,23,10,Friday,1023,Clear,0,0
AI,HYD,BOM,7,9,Sunday,771,Clear,12,0
AI,BOM,BLR,11,10,Wednesday,1609,Storm,49,1
QP,BOM,BLR,3,11,Sunday,1141,Clear,3,0
UK,CCU,MAA,5,11,Monday,1552,Clear,2,0
UK,DEL,BOM,5,10,Saturday,1193,Cloudy,7,0
UK,CCU,BLR,23,6,Friday,932,Clear,18,1
UK,CCU,BOM,4,4,Friday,1457,Clear,0,0
SG,BOM,HYD,12,4,Friday,901,Clear,6,0
UK,BOM,CCU,13,8,Thursday,876,Clear,0,0
AI,BOM,CCU,1,8,Tuesday,1567,Clear,20,1
SG,HYD,BOM,8,6,Tuesday,1843,Clear,19,1
SG,BOM,DEL,1,5,Sunday,1164,Clear,7,0
AI,MAA,CCU,4,9,Wednesday,1768,Cloudy,5,0
6E,BLR,BOM,16,7,Tuesday,863,Cloudy,11,0
SG,CCU,BLR,13,1,Monday,495,Cloudy,23,1
SG,CCU,BLR,11,2,Wednesday,1710,Cloudy,12,0
AI,BLR,BOM,5,4,Saturday,1602,Rain,23,1
AI,HYD,BLR,14,5,Wednesday,1063,Clear,0,0
UK,DEL,CCU,21,9,Thursday,1709,Clear,2,0
UK,DEL,BOM,20,6,Friday,1746,Cloudy,19,1
QP,HYD,DEL,4,6,Friday,1033,Clear,5,0
UK,BLR,DEL,16,2,Monday,678,Clear,0,0
QP,BLR,CCU,5,1,Wednesday,1239,Clear,0,0
6E,DEL,BLR,20,12,Friday,1754,Rain,47,1
UK,CCU,MAA,11,11,Friday,1356,Rain,27,1
AI,BLR,HYD,17,1,Wednesday,1091,Clear,16,1
UK,BLR,HYD,12,6,Tuesday,706,Clear,0,0
AI,BLR,BOM,16,12,Tuesday,892,Clear,4,0
UK,BLR,DEL,22,9,Monday,1347,Clear,0,0
6E,HYD,BOM,3,1,Monday,1086,Clear,4,0
AI,MAA,BLR,21,6,Sunday,1173,Clear,16,1
AI,HYD,BLR,11,11,Wednesday,1310,Cloudy,13,0
UK,DEL,BOM,3,4,Wednesday,1011,Fog,17,1
QP,CCU,HYD,10,7,Thursday,817,Clear,0,0
AI,BOM,MAA,1,4,Thursday,1469,Clear,11,0
UK,DEL,CCU,12,3,Monday,1273,Cloudy,0,0
6E,DEL,CCU,11,11,Sunday,1402,Clear,3,0
QP,MAA,HYD,9,3,Thursday,1180,,4,0
UK,BLR,MAA,10,7,Thursday,485,Clear,0,0
QP,DEL,HYD,14,5,Thursday,1176,Cloudy,19,1
6E,MAA,DEL,19,8,Sunday,535,Clear,12,0
AI,BOM,MAA,9,10,Sunday,918,Clear,15,1
UK,CCU,HYD,0,7,Monday,1553,Cloudy,10,0
SG,CCU,DEL,13,2,Friday,834,Clear,9,0
QP,DEL,BLR,22,4,Tuesday,1763,Rain,20,1
QP,MAA,BOM,9,3,Monday,1497,Clear,0,0
QP,HYD,BLR,2,9,Thursday,1733,Clear,4,0
SG,BOM,DEL,21,9,Thursday,1274,Clear,18,1
6E,BLR,DEL,10,2,Thursday,1172,Rain,28,1
UK,BLR,HYD,8,8,Monday,543,Clear,0,0
AI,DEL,BOM,7,6,Friday,1630,Clear,16,1
UK,MAA,CCU,17,6,Thursday,1272,Clear,1,0
6E,BOM,CCU,3,11,Monday,1652,Storm,48,1
AI,CCU,BOM,14,1,Wednesday,773,Storm,37,1
6E,MAA,CCU,8,9,Monday,556,Cloudy,14,0
UK,HYD,CCU,9,7,Sunday,869,Clear,10,0
6E,DEL,BLR,5,4,Saturday,1081,Clear,5,0
QP,DEL,BLR,19,3,Thursday,1688,Clear,5,0
UK,DEL,CCU,10,2,Monday,940,Clear,0,0
QP,BLR,BOM,22,8,Saturday,819,Fog,24,1
SG,MAA,HYD,19,8,Wednesday,633,Cloudy,18,1
AI,DEL,BLR,18,4,Friday,979,Clear,36,1
6E,MAA,DEL,10,5,Saturday,415,Rain,20,1
SG,DEL,BOM,22,12,Wednesday,526,Clear,0,0
UK,BOM,HYD,14,9,Sunday,924,Clear,0,0
6E,HYD,BLR,10,8,Tuesday,1089,Clear,15,1
UK,MAA,DEL,8,2,Wednesday,1108,Clear,3,0
QP,MAA,HYD,21,7,Tuesday,1799,Clear,0,0
6E,HYD,MAA,6,5,Wednesday,1742,Clear,0,0
AI,DEL,BLR,21,11,Saturday,1196,Fog,31,1
6E,BOM,CCU,5,3,Thursday,1628,Fog,25,1
QP,MAA,CCU,18,12,Sunday,1593,Clear,1,0
SG,DEL,MAA,6,12,Sunday,430,Rain,29,1
QP,MAA,CCU,20,10,Wednesday,1441,Clear,0,0
QP,MAA,DEL,20,7,Saturday,1118,Clear,23,1
AI,MAA,BLR,17,8,Thursday,419,Clear,8,0
6E,BOM,CCU,23,11,Wednesday,1400,Clear,6,0
AI,BOM,CCU,12,11,Wednesday,1034,Clear,0,0
AI,BOM,DEL,20,10,Monday,1326,Cloudy,9,0
QP,BLR,DEL,13,3,Thursday,731,Cloudy,0,0
QP,HYD,BOM,0,5,Friday,1615,Clear,0,0
AI,DEL,BOM,10,10,Sunday,1150,Clear,17,1
SG,HYD,BOM,0,2,Wednesday,816,Cloudy,0,0
UK,BOM,BLR,15,9,Monday,860,Fog,25,1
AI,HYD,BOM,3,5,Thursday,881,Clear,0,0
QP,BOM,HYD,7,7,Wednesday,542,Clear,0,0
QP,CCU,DEL,20,12,Sunday,1546,Fog,54,1
UK,BOM,HYD,17,11,Friday,719,Clear,10,0
SG,CCU,BOM,8,5,Sunday,1460,Rain,37,1
6E,BOM,HYD,12,9,Wednesday,964,Clear,0,0
SG,DEL,HYD,13,1,Thursday,555,Fog,30,1
UK,BOM,CCU,8,9,Monday,1608,Rain,26,1
QP,BLR,CCU,17,2,Monday,1701,Clear,0,0
AI,CCU,BOM,3,11,Wednesday,1338,Clear,7,0
AI,BOM,CCU,10,4,Wednesday,851,Cloudy,15,1
QP,MAA,HYD,6,9,Friday,525,,0,0
6E,MAA,DEL,16,8,Tuesday,1380,Clear,8,0
6E,BLR,HYD,15,4,Sunday,1407,Clear,0,0
SG,BLR,DEL,19,11,Saturday,1858,Clear,30,1
AI,CCU,BLR,8,3,Sunday,544,Rain,34,1
UK,MAA,DEL,5,11,Wednesday,1877,Clear,0,0
6E,BOM,HYD,0,7,Thursday,402,Clear,0,0
AI,CCU,HYD,20,6,Thursday,676,Cloudy,23,1
QP,BLR,BOM,7,3,Saturday,1398,Cloudy,7,0
AI,DEL,BLR,18,1,Saturday,1568,Clear,20,1
AI,MAA,BLR,8,9,Thursday,804,Clear,12,0
SG,CCU,HYD,7,9,Sunday,1498,Clear,14,0
QP,BLR,MAA,5,11,Thursday,932,Rain,5,0
AI,MAA,DEL,18,12,Tuesday,576,Clear,12,0
SG,BOM,BLR,6,4,Tuesday,850,Clear,0,0
UK,CCU,BOM,7,7,Wednesday,1680,Fog,31,1
QP,BLR,DEL,16,11,Wednesday,1205,Clear,0,0
AI,BOM,DEL,12,7,Tuesday,1370,Rain,31,1
QP,HYD,MAA,17,9,Thursday,1280,Cloudy,25,1
SG,BOM,CCU,2,9,Tuesday,1364,Clear,27,1
QP,HYD,BLR,23,12,Sunday,1429,Fog,22,1
6E,MAA,BLR,5,5,Wednesday,457,Clear,0,0
QP,BLR,CCU,2,3,Friday,530,Rain,28,1
SG,MAA,BLR,2,11,Saturday,636,Clear,0,0
AI,BLR,HYD,7,6,Sunday,644,Clear,8,0
QP,CCU,HYD,10,3,Friday,1316,Clear,3,0
SG,BOM,HYD,1,8,Tuesday,1141,Clear,7,0
6E,MAA,BLR,14,11,Thursday,1048,Clear,0,0
UK,HYD,BLR,14,10,Monday,1727,Clear,0,0
6E,CCU,BOM,18,5,Tuesday,1085,Clear,0,0
UK,BOM,MAA,0,11,Sunday,1498,Clear,0,0
QP,BOM,MAA,2,1,Monday,1432,Clear,11,0
QP,CCU,BLR,4,11,Wednesday,783,Cloudy,6,0
6E,CCU,MAA,10,3,Monday,1081,Cloudy,8,0
QP,MAA,DEL,14,3,Thursday,860,Cloudy,0,0
UK,BLR,MAA,4,4,Saturday,1509,Cloudy,10,0
SG,BLR,CCU,8,6,Monday,1040,Clear,22,1
SG,HYD,MAA,12,1,Monday,1371,Clear,0,0
UK,MAA,HYD,13,9,Sunday,1448,Cloudy,21,1
UK,BOM,CCU,12,2,Tuesday,976,Clear,4,0
UK,DEL,HYD,15,2,Monday,1905,Cloudy,0,0
QP,DEL,HYD,18,1,Monday,839,Clear,19,1
6E,BLR,DEL,20,12,Sunday,515,Clear,7,0
6E,MAA,BLR,23,1,Sunday,755,Clear,0,0
6E,BLR,MAA,9,9,Tuesday,1197,Cloudy,6,0
AI,HYD,CCU,7,8,Tuesday,604,Fog,36,1
6E,BLR,DEL,6,10,Tuesday,989,Cloudy,4,0
AI,BOM,MAA,8,6,Thursday,917,,58,1
AI,MAA,BOM,12,11,Saturday,876,Cloudy,5,0
SG,MAA,BLR,14,6,Saturday,827,Fog,22,1
AI,CCU,DEL,1,3,Wednesday,1260,Rain,15,1
UK,MAA,BOM,23,11,Friday,931,Clear,0,0
SG,BLR,DEL,1,6,Tuesday,1523,Clear,7,0
SG,MAA,DEL,9,1,Sunday,1285,Fog,36,1
UK,BLR,DEL,10,8,Friday,1223,Cloudy,15,1
AI,CCU,BOM,8,4,Sunday,1458,Clear,22,1
QP,HYD,MAA,5,10,Tuesday,1137,Cloudy,2,0
QP,CCU,BOM,12,2,Sunday,785,Clear,0,0
SG,BOM,BLR,0,9,Wednesday,1483,Rain,38,1
AI,DEL,BLR,17,10,Friday,1793,Clear,8,0
AI,DEL,MAA,16,2,Monday,1045,Rain,33,1
6E,HYD,MAA,18,8,Tuesday,1560,Cloudy,30,1
AI,CCU,HYD,19,8,Thursday,1430,Clear,6,0
QP,HYD,BLR,21,12,Thursday,476,Fog,35,1
6E,MAA,BOM,3,4,Monday,731,Clear,0,0
6E,BLR,DEL,20,6,Monday,1265,Rain,37,1
QP,CCU,MAA,13,5,Saturday,869,Clear,0,0
QP,CCU,DEL,2,5,Tuesday,660,Clear,0,0
6E,BOM,BLR,23,12,Saturday,1169,Cloudy,0,0
6E,CCU,BLR,19,8,Tuesday,1159,Cloudy,15,1
UK,DEL,CCU,6,2,Tuesday,1548,Fog,22,1
SG,HYD,CCU,21,11,Monday,1928,Rain,39,1
QP,BLR,BOM,17,2,Thursday,430,Clear,13,0
QP,BOM,HYD,10,11,Thursday,1060,Rain,25,1
QP,CCU,BLR,3,5,Friday,1390,Fog,33,1
AI,HYD,MAA,17,9,Saturday,978,Fog,41,1
6E,DEL,BOM,22,11,Friday,1251,Fog,36,1
UK,DEL,MAA,4,11,Tuesday,1467,Cloudy,0,0
AI,DEL,CCU,0,2,Wednesday,1523,Rain,32,1
6E,BOM,MAA,5,5,Monday,1594,Cloudy,0,0
AI,DEL,BOM,7,1,Friday,601,,4,0
QP,BOM,BLR,9,8,Wednesday,1134,Rain,43,1
AI,MAA,HYD,23,6,Tuesday,1386,Clear,17,1
AI,CCU,HYD,23,12,Sunday,1754,Clear,0,0
AI,MAA,BOM,16,8,Thursday,1228,Clear,8,0
AI,BLR,BOM,5,6,Monday,456,Clear,4,0
UK,MAA,HYD,5,2,Monday,820,Rain,13,0
6E,CCU,HYD,1,4,Wednesday,1789,Clear,0,0
